Krogerus Attorneys Ltd,Kirkkokatu 13,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/krogerus-attorneys-ltd.html?p5286=12
Global Boiler Works Ltd,Lumijoentie 8,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/global-boiler-works-ltd.html?p5286=12
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/hp-c2-a7-law.html?p5286=12
Inertica,Kansankatu 47 A,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/inertica.html?p5286=12
GENRE Production,Palosuontie 4 A 4,90800 Oulu,Creative industries,http://www.businessoulu.com/en/company-services/online-services/company-database/company/genre-production.html?p5286=12
Flowman Ltd,Lunkintie 15,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/flowman-ltd.html?p5286=12
Attorneys at Law Jussi Laaka Ltd,Hallituskatu 13-17 D 96,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/attorneys-at-law-jussi-laaka-ltd.html?p5286=12
Kontu Ltd,Ahoniityntie 9,90240 Oulu,Trade and serviceseducationsocial care,http://www.businessoulu.com/en/company-services/online-services/company-database/company/kontu-ltd.html?p5286=12
Embelin Ltd,Tullivahdinkatu 1 C 1,90120 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/embelin-ltd.html?p5286=12
Rapico,Voudintie 1,90400 Oulu,The company also offers supply transportation in Oulu and the surrounding communities, as well as multi-brand services and warranty maintenance for known brands i.e. Milwaukee, AEG, Homelite, Ryobi, Stiga and Murray.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/rapico.html?p5286=12
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/vahva-aste-ltd.html?p5286=12
Laatio Architects,Isokatu 19 B,90100 Oulu /,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/laatio-architects.html?p5286=12
Konffa Ltd Conference & Event Services,Kirkkokatu 7,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/konffa-ltd-conference-event-services.html?p5286=12
Koskilinjat Ltd,Sorvarintie 3,90530 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/koskilinjat-ltd.html?p5286=13
Softeri Ltd,Tietotie 2,90460 Oulunsalo,"We are making businesses better",http://www.businessoulu.com/en/company-services/online-services/company-database/company/softeri-ltd.html?p5286=13
Capricode,Elektroniikkatie 6,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/capricode.html?p5286=13
Pipelife Finland Ltd,Tutkijantie 4,90590 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/pipelife-finland-ltd.html?p5286=13
Oulu Lines Ltd,Letontie 76,90810 Kiviniemi,Trade and servicestransport /logisticsaccommodation / restaurants,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulu-lines-ltd.html?p5286=13
Oulun Putkimiehet Ltd,Gneissitie 22,90620 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-putkimiehet-ltd.html?p5286=13
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/mainonnan-tyomaa.html?p5286=13
KL Mechanics Ltd,Lunkintie 16,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/kl-mechanics-ltd.html?p5286=13
Oulun Haa-Palat Ltd,Kirkkokatu 47,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-haa-palat-ltd.html?p5286=13
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/aspire-ltd.html?p5286=13
Oulun Konttivuokraus Ltd,Terminaalitie 6,90400 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-konttivuokraus-ltd.html?p5286=13
Oulu Business Networks Ltd,Tietotie 2,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulu-business-networks-ltd.html?p5286=13
Eneris Solutions Ltd,Kaarnatie 40,90530 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/eneris-solutions-ltd.html?p5286=13
Aktia Bank Corp.,Oulun konttori / Oulu office:,Hallituskatu 20,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/aktia-bank-corp..html?p5286=13
Pakkahuone Ltd,Kansankatu 49,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/pakkahuone-ltd.html?p5286=13
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/playsign-ltd.html?p5286=14
Proventia Emission Control Ltd,Tietotie 1,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/proventia-emission-control-ltd.html?p5286=14
Medictes Ltd,Kiviharjuntie 11,90220 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/medictes-ltd.html?p5286=14
Oulun Mainoskeskus Ltd,Hiirihaukantie 3,90250 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-mainoskeskus-ltd.html?p5286=14
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sahko-rantek-ltd.html?p5286=14
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/rikola-ltd..html?p5286=14
Novemera Ltd,Pikkukiventie 12,90620 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/novemera-ltd.html?p5286=14
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/putki-ja-sailioasennus-ltd.html?p5286=14
LVI-Xpert Ltd,Pikkukiventie 12,90620 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/lvi-xpert-ltd.html?p5286=14
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-rakennuslasi-ltd.html?p5286=14
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/lvi-ja-kiinteistopalvelut-m.-kaakinen.html?p5286=14
Ludowaves Ltd,Isokatu 8 A 1,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ludowaves-ltd.html?p5286=14
Offcode Ltd,Valtatie 67,90500 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/offcode-ltd.html?p5286=14
Verhoomo Anton,Vanhantullinkatu 6 B 16,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/verhoomo-anton.html?p5286=14
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-op-op-pohjola-group-member.html?p5286=14
Biometa Finland Ltd,Tuoreenmaanarontie 1,90620 Oulu,The first product family will be established at 2014, after intensive product development. The potential customers include all the instances producing energy from organic materials in Finland and around the world. Biometa Finland Oy is targeting to act at global markets in 2020 being one of the leading operators of its business area. The estimated turnover in 2020 is 50 million euros.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/biometa-finland-ltd.html?p5286=15
Avi Studio Ltd,Puutarhakatu 13,90130 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/avi-studio-ltd.html?p5286=15
Pharmatory Ltd,Postiosoite / Postal address:,PL 346,LifeSciences,http://www.businessoulu.com/en/company-services/online-services/company-database/company/pharmatory-ltd.html?p5286=15
Radio Design Ltd,Kaarnatie 27,90530 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/radio-design-ltd.html?p5286=15
Saga Vera Ltd,Uusikatu 23 A 15,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/saga-vera-ltd.html?p5286=15
Radisson Blu Hotel,Hallituskatu 1,90100 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/radisson-blu-hotel.html?p5286=15
Hirsiset Log House Factory,Nikkarinlenkki 2,90900 Kiiminki,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/hirsiset-log-house-factory.html?p5286=15
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/multi-solution-ltd.html?p5286=15
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/insinooritoimisto-taltekon-ltd.html?p5286=15
Oulun Kopiokeskus Ltd.,Ilmarinkatu 16,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-kopiokeskus-ltd..html?p5286=15
Navicron Ltd.,Elektroniikkatie 10,90590 Oulu,We are good at integrating our own work with external parties' duties. Our solutions have been applied to various industrial sectors.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/navicron-ltd..html?p5286=15
Elibra Ltd,Isokatu 80 A 20,90120 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/elibra-ltd.html?p5286=15
ZoomIN Ltd,Isokatu 80 A 20,90120 Oulu,Trade and servicesconsulting and other b to b serviceseducation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/zoomin-ltd.html?p5286=15
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/video-nissi-normin-muutospalvelu.html?p5286=15
FARA Ltd,Teknologiantie 4,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/fara-ltd.html?p5286=15
Ski Resort Iso-Syote Ltd,Kauunkitoimisto / City Office:,Torikatu 4 B,Experience the mass of snow in the upbeat snowmobile safari, or put on snowshoes to find the most amazing white sculptures, naturally formed on pine trees. Have a magical husky- or reindeer sledge ride in the untouched wilderness. Picturesque fells, serving a view to frozen lake and forest blanketed in snow, ensure the most memorable skiing experience. There is something for every skier and snowboarder due to our great variety of slopes.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ski-resort-iso-syote-ltd.html?p5286=16
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-priimatyo-ltd.html?p5286=16
Sokos Hotel Eden,Holstinsalmentie 29,90510 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sokos-hotel-eden.html?p5286=16
Psycon Corp.,Torikatu 19,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/psycon-corp..html?p5286=16
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sahko-ja-laitostekniikka-slatek.html?p5286=16
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/poyry.html?p5286=16
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/rautatieto-ltd.html?p5286=16
TLP Kuriirit Ltd,Terminaalitie 8,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/tlp-kuriirit-ltd.html?p5286=16
Asianajotoimisto Isoluoma,Kirkkokatu 11 A 3,90100 Oulu /,Trade and serviceslegal and accounting services,http://www.businessoulu.com/en/company-services/online-services/company-database/company/asianajotoimisto-isoluoma.html?p5286=16
Valopaa Ltd.,Konekuja 2,90630 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/valopaa-ltd..html?p5286=16
Sah-Ko Ltd,Lumijoentie 6,PL 13,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sah-ko-ltd.html?p5286=16
Communications Agency Viestico,Nummikatu 18-20,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/communications-agency-viestico.html?p5286=16
Sillat Ltd,Paulaharjuntie 22,90530 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sillat-ltd.html?p5286=16
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/viestinnan-virittamo-marko-jaaskelainen.html?p5286=16
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/cts-engtec-ltd.html?p5286=16
Crelint Ltd,Rantavitikantie 33,96300 Rovaniemi,Focus Areas: Mobile Network solutions, Mobile application, Custom Business IT Applications. PDM/PLM/PLCM expertise3rd party SW reseller (e.g M-Files, Aava ERP). Testing and support services including 24/7. Investing in developing solutions for businessesto take advantage of mobile phones and latest techniques.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/crelint-ltd.html?p5286=17
Optomed Ltd,Hallituskatu 13-17 D 35,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/optomed-ltd.html?p5286=17
Jutel Ltd,Teknologiantie 11,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/jutel-ltd.html?p5286=17
Liqum Ltd,Kaarnatie 36,90530 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/liqum-ltd.html?p5286=17
Nordlund Design,Ylioistokatu 46 A 313,90570 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nordlund-design.html?p5286=17
Intopii Ltd,Koulukatu 19 A 2,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/intopii-ltd.html?p5286=17
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/wisecom-ltd.html?p5286=17
Sensinode Ltd.,Konekuja 2,90620 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sensinode-ltd..html?p5286=17
Eventours,Mannenkatu 1,90130 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/eventours.html?p5286=17
Restaurant Rauhala,Mannenkatu 1,90130 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/restaurant-rauhala.html?p5286=17
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/keycolleague-ltd.html?p5286=17
Kasvishovi Ltd,Voudintie 8,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/kasvishovi-ltd.html?p5286=17
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/hatala-ltd.html?p5286=17
Grafilea,Virkakatu 3 D 221,90570 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/grafilea.html?p5286=17
Famos Prototyping Ltd,Hautakorventie 15 A,90620 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/famos-prototyping-ltd.html?p5286=17
Blastman Robotics Ltd,Kaarnatie 40,90530 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/blastman-robotics-ltd.html?p5286=18
Global Innovation Network Ltd,Automaatiotie 1,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/global-innovation-network-ltd.html?p5286=18
Oulun Neon Ltd,Naavatie 2,90820 Kello,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-neon-ltd.html?p5286=18
W-Secure Ltd,Sammonkatu 6,90570 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/w-secure-ltd.html?p5286=18
Vibsolas Ltd,Sammonkatu 6,90570 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/vibsolas-ltd.html?p5286=18
Osuuskunta Oulun Tietotaito,PL 17,90101 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/osuuskunta-oulun-tietotaito.html?p5286=18
Comvise Ltd,Uusikatu 24 F 69,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/comvise-ltd.html?p5286=18
Aro-Konsultit Ltd,Huvilatie 10 B 3,90570 Oulu,Trade and servicesconsulting and other b to b servicesother services,http://www.businessoulu.com/en/company-services/online-services/company-database/company/aro-konsultit-ltd.html?p5286=18
Graafinen Suunnittelu Gasworks Ltd,Variksenolku 6,90800 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/graafinen-suunnittelu-gasworks-ltd.html?p5286=18
Screentec Ltd,Postiosoite / Postal address:,PL 66,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/screentec-ltd.html?p5286=18
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/woikoski-ltd.html?p5286=18
Talenom Oy,Nuottasaarentie 5,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/talenom-oy.html?p5286=18
Wegera Ltd,Automaatiotie 1,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/wegera-ltd.html?p5286=18
Oulun Energia Urakointi Ltd,Kasarmintie 6,PL 116,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-energia-urakointi-ltd.html?p5286=18
Oplax Ltd,Temmeksentie 3,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oplax-ltd.html?p5286=18
Ohjelmatuotanto Fiscal Ltd,Tietotie 2,90460 Oulunsalo,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ohjelmatuotanto-fiscal-ltd.html?p5286=19
Grant4Com Ltd,Elektroniikkatie 10,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/grant4com-ltd.html?p5286=19
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/tmi-marjo-t-vaisanen.html?p5286=19
Studio V. Pulkkinen,Marjakuja 25,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/studio-v.-pulkkinen.html?p5286=19
Metos Ltd,Idealinja 13 B,90410 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/metos-ltd.html?p5286=19
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/eratukku-ltd.html?p5286=19
Meka Pro Ltd,Konetie 25,90620 Oulu,Our product range includes: cable ladders, cable trays, lighting tracks, cable trunkings and socket poles. All product groups have a wide range of supports, fastenings and other installation accessories.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/meka-pro-ltd.html?p5286=19
Ideasampo Ltd,Torikatu 4 B,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ideasampo-ltd.html?p5286=19
Canon Ltd,Elektroniikkatie 8,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/canon-ltd.html?p5286=19
Nastarakennus Ltd,Uusikatu 35,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nastarakennus-ltd.html?p5286=19
Hormos Medical Ltd,Biologintie,Kemianlaitos,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/hormos-medical-ltd.html?p5286=19
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/eristysapu-ltd.html?p5286=19
Thermo Fisher Scientific Inc.,Kiviharjuntie 11,90220 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/thermo-fisher-scientific-inc..html?p5286=19
Tee-Design,Haaanatie 35 C,90150 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/tee-design.html?p5286=19
Studio Timo Heikkala Ltd,Kansankatu 47 A,90100 Oulu,We are a company specialized in high quality advertising and newspaper photography. We serve our customers - advertising agencies, newpaper publishers, companies and communities - both in the studio in the centre of Oulu and on the road, in Finland and abroad.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/studio-timo-heikkala-ltd.html?p5286=19
Atex Media Ltd,Lekatie 1 E,90150 Oulu,Atex's comprehensive set of integrated solutions provides the tools to help your company deliver, target, monetize and organize your content.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/atex-media-ltd.html?p5286=20
Pancomp International Ltd,Teknologiantie 5,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/pancomp-international-ltd.html?p5286=20
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/insinooritoimisto-plc-plan-ltd.html?p5286=20
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/plc-sahko-ltd.html?p5286=20
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/fidelix-ltd.html?p5286=20
MSG Software Ltd,Elektroniikkatie 3,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/msg-software-ltd.html?p5286=20
Arkkitehtitoimisto Kari Huotari Ltd,Torikatu 21,90100 Oulu,Creative industries,http://www.businessoulu.com/en/company-services/online-services/company-database/company/arkkitehtitoimisto-kari-huotari-ltd.html?p5286=20
KPMG Ltd,Isokatu 32 B,90100 Oulu,KPMG Finland has over 740 people working from 17 locations around Finland.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/kpmg-ltd.html?p5286=20
Eurokaluste,Rautatienkatu 84,90400 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/eurokaluste.html?p5286=20
Huiput Ltd,Pajakuja 1,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/huiput-ltd.html?p5286=20
Citec Ltd,Elektroniikkatie 2 B,90590 Oulu /,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/citec-ltd.html?p5286=20
VEKair Ltd,Loukkukuja 3,90540 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/vekair-ltd.html?p5286=20
Boogie Software Ltd,Kasarmintie 15,90130 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/boogie-software-ltd.html?p5286=20
Specim, Spectral Imaging Oy Ltd.,Teknologiantie 18 A,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/specim-spectral-imaging-oy-ltd..html?p5286=20
Scandic Oulu,Saaristonkatu 4,90100 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/scandic-oulu.html?p5286=20
RecPlay Ltd,Tuuliviirintie 10,90540 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/recplay-ltd.html?p5286=21
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/aluteras-ltd.html?p5286=21
Stena Recycling Oy Oulu service office,Liitinkuja 5,90620 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/stena-recycling-oy-oulu-service-office.html?p5286=21
Tulvari Ltd,Hankintatie 2 A,90420 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/tulvari-ltd.html?p5286=21
Valirx Finland Ltd,Kiviharjuntie 8,90220 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/valirx-finland-ltd.html?p5286=21
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/betamet-group.html?p5286=21
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ecomation-ltd.html?p5286=21
Espotel Ltd,Elektroniikkatie 8,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/espotel-ltd.html?p5286=21
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/mainostoimisto-hassila-kinnunen.html?p5286=21
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/pst-event.html?p5286=21
Suunnittelutoimisto Sisusta,Torikatu 24 A 17,90100 Oulu,Creative industries,http://www.businessoulu.com/en/company-services/online-services/company-database/company/suunnittelutoimisto-sisusta.html?p5286=21
Elemed,Hakkuritie 26 C 12,90800 Oulu,Industry,http://www.businessoulu.com/en/company-services/online-services/company-database/company/elemed.html?p5286=21
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/tilitoimisto-maila-vallstrom-ltd.html?p5286=21
Piipunjuuri Ltd Oulu,Hallituskatu 20,PL 15,Trade and servicesreal estate property, transmission and leasing,http://www.businessoulu.com/en/company-services/online-services/company-database/company/piipunjuuri-ltd-oulu.html?p5286=21
Temotek Services Ltd,Teknologiantie 4 F,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/temotek-services-ltd.html?p5286=21
Avario Ltd,Kirkkokatu 4 A 7,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/avario-ltd.html?p5286=22
Esju Ltd,Konekuja 8,90620 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/esju-ltd.html?p5286=22
Nostokonepalvelu AT Ltd,Posantie 3,90650 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nostokonepalvelu-at-ltd.html?p5286=22
Mainostoimisto GST Graafinen Studio,Kansankatu 47 A,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/mainostoimisto-gst-graafinen-studio.html?p5286=22
Relacom Finland Ltd,Ratamestarintie 2 B,90140 Oulu,ICT & NanoIndustry,http://www.businessoulu.com/en/company-services/online-services/company-database/company/relacom-finland-ltd.html?p5286=22
GST Domain Internet services,Kansankatu 47 A,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/gst-domain-internet-services.html?p5286=22
Temotek Ltd,Teknologiantie 4 F,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/temotek-ltd.html?p5286=22
Ab CASE Consult Ltd,Kirkkokatu 2,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ab-case-consult-ltd.html?p5286=22
HALO Architects Ltd,Pakkahuoneenkatu 12 A,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/halo-architects-ltd.html?p5286=22
Linja Architects Ltd,Kansankatu 49,90100 Oulu /,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/linja-architects-ltd.html?p5286=22
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/hirviniemi-mannikko-partnership-arkkitehtitoimisto-helena-hirviniemi.html?p5286=22
Saneeraus Laakko Ltd,Kumulankaari 23,90650 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/saneeraus-laakko-ltd.html?p5286=22
Studio P.S.V. Ltd,Kajaaninkatu 11,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/studio-p.s.v.-ltd.html?p5286=22
Arkkitehtitoimisto Jouni Salokannel Ltd,Isokatu 19 A 4,90100 Oulu,Languages: Finnish, Swedish, English, German and some kitchen Russian.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/arkkitehtitoimisto-jouni-salokannel-ltd.html?p5286=22
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/mainostoimisto-kertalaaki-ltd.html?p5286=22
Arkkitehtitoimisto Kanttia 2 Ltd,Kauurienkatu 11 B 32,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/arkkitehtitoimisto-kanttia-2-ltd.html?p5286=23
Nordic Service Group Oulu Ltd,Kivirinteentie 5,90310 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nordic-service-group-oulu-ltd.html?p5286=23
Rakennuspalvelu Jopera Ltd,Pilvitie 1A,90630 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/rakennuspalvelu-jopera-ltd.html?p5286=23
Rakennuspalvelu Maperak Partnership,Nokkalantie 43 A 3,90500 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/rakennuspalvelu-maperak-partnership.html?p5286=23
Arkkitehtitoimisto Louekari Ltd,Koskitie 32 C,90500 Oulu,Creative industries,http://www.businessoulu.com/en/company-services/online-services/company-database/company/arkkitehtitoimisto-louekari-ltd.html?p5286=23
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/rp-tuotanto-ltd.html?p5286=23
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/uki-arkkitehdit-ltd.html?p5286=23
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/iskon-raskaskonehuolto-ltd.html?p5286=23
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/maanrakennus-keranen-ltd.html?p5286=23
Asennus N&H Service Ltd,Haarasuontie 12,90240 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/asennus-nh-service-ltd.html?p5286=23
Betonimestarit Ltd,PL 57,74101 Kuopio /,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/betonimestarit-ltd.html?p5286=23
